1.1.1.332	33892	1
1.1.1.333	33896	1
1.1.1.334	34212	1
1.1.1.335	33580	1
1.1.1.336	25781	1
1.1.1.337	34556	1
1.1.1.338	15538	1
1.1.1.339	34448	1
1.1.1.340	34560	1
1.1.1.341	34564	1
1.1.1.342	34568	1
1.1.1.343	33024	1
1.1.1.344	34448	1
1.1.1.344	23649	1
1.1.1.345	35644	1
1.1.1.346	35112	1
1.1.1.347	34348	1
1.1.1.348	35404	1
1.1.1.349	35448	1
1.1.1.350	15330	1
1.1.1.351	33024	1
1.1.1.351	10117	1
1.1.1.352	35476	1
1.1.1.352	35480	1
1.1.1.353	35692	1
1.1.1.353	35696	1
1.1.1.353	35700	1
1.1.1.354	37168	1
1.1.1.355	35836	1
1.1.1.356	36564	1
1.1.1.356	36568	1
1.1.1.358	18982	1
1.1.1.359	15918	1
1.1.1.360	14406	1
1.1.1.360	18626	1
1.1.1.361	37548	1
1.1.1.362	37412	1
1.1.1.363	38216	1
1.1.1.363	15842	1
1.1.1.364	36680	1
1.1.1.364	39884	1
1.1.1.365	26346	1
1.1.1.366	21173	1
1.1.1.367	30836	1
1.1.1.367	40160	1
1.1.1.368	18266	1
1.1.1.369	25833	1
1.1.1.370	17614	1
1.1.1.371	39064	1
1.1.3.3	10513	1
1.1.3.4	11429	1
1.1.3.5	11429	1
1.1.3.6	32184	1
1.1.3.8	15270	1
1.1.3.8	12353	1
1.1.3.8	32364	1
1.1.3.9	24161	1
1.1.3.10	10553	1
1.1.3.11	17854	1
1.1.3.12	15034	1
1.1.3.13	19830	1
1.1.3.14	12810	1
1.1.3.15	25312	1
1.1.3.15	16790	1
1.1.3.16	11797	1
1.1.3.17	13506	1
1.1.3.17	11537	1
1.1.3.17	20370	1
1.1.3.18	23181	1
1.1.3.19	15834	1
1.1.3.21	18370	1
1.1.3.23	21281	1
1.1.3.27	21681	1
1.1.3.28	28652	1
1.1.3.28	19958	1
1.1.3.28	23037	1
1.1.3.29	13030	1
1.1.3.37	23757	1
1.1.3.38	10037	1
1.1.3.39	22541	1
1.1.3.39	18186	1
1.1.3.39	15490	1
1.1.3.40	18514	1
1.1.3.41	25909	1
1.1.3.41	22309	1
1.1.3.42	31680	1
1.1.3.43	34036	1
1.1.3.44	34048	1
1.1.3.45	37424	1
1.1.4.1	13818	1
1.1.4.2	21561	1
1.1.5.2	22153	1
1.1.5.3	18978	1
1.1.5.4	30096	1
1.1.5.5	26443	1
1.1.5.6	29064	1
1.1.5.6	29068	1
1.1.5.6	29072	1
1.1.5.8	23673	1
1.1.98.2	27295	1
1.1.98.3	33900	1
1.1.99.1	17434	1
1.1.99.2	21253	1
1.1.99.3	12770	1
1.1.99.4	12369	1
1.1.99.6	15090	1
1.1.99.7	10985	1
1.1.99.9	14498	1
1.1.99.11	22305	1
1.1.99.12	14714	1
1.1.99.13	16590	1
1.1.99.14	21265	1
1.1.99.18	23485	1
1.1.99.20	14686	1
1.1.99.21	21321	1
1.1.99.22	17494	1
1.1.99.24	23049	1
1.1.99.24	24735	1
1.1.99.26	15906	1
1.1.99.27	21005	1
1.1.99.28	20638	1
1.1.99.30	23665	1
1.1.99.31	15750	1
1.1.99.32	24879	1
1.1.99.33	27291	1
1.1.99.35	24541	1
1.1.99.36	33568	1
1.1.99.37	33572	1
1.1.99.38	34276	1
1.1.99.39	38296	1
1.2.1.2	15986	1
1.2.1.3	16186	1
1.2.1.4	11889	1
1.2.1.5	16186	1
1.2.1.5	11889	1
1.2.1.7	21661	1
1.2.1.8	15306	1
1.2.1.9	14670	1
1.2.1.10	23289	1
1.2.1.11	24285	1
1.2.1.12	10301	1
1.2.1.13	10297	1
1.2.1.15	20046	1
1.2.1.15	20042	1
1.2.1.16	13214	1
1.2.1.16	13218	1
1.2.1.17	21025	1
1.2.1.18	22989	1
1.2.1.18	22993	1
1.2.1.19	19106	1
1.2.1.20	12065	1
1.2.1.21	20002	1
1.2.1.22	14278	1
1.2.1.23	22277	1
1.2.1.24	13218	1
1.2.1.25	13998	1
1.2.1.25	25178	1
1.2.1.26	11297	1
1.2.1.27	20805	1
1.2.1.28	11841	1
1.2.1.31	12309	1
1.2.1.31	12305	1
1.2.1.32	14470	1
1.2.1.33	19350	1
1.2.1.36	16178	1
1.2.1.38	21589	1
1.2.1.39	21393	1
1.2.1.41	19542	1
1.2.1.42	19706	1
1.2.1.43	12001	1
1.2.1.44	10621	1
1.2.1.46	16426	1
1.2.1.47	17986	1
1.2.1.49	18130	1
1.2.1.51	17426	1
1.2.1.52	21401	1
1.2.1.53	17274	1
1.2.1.54	14382	1
1.2.1.57	22973	1
1.2.1.57	22969	1
1.2.1.58	10373	1
1.2.1.59	10301	1
1.2.1.59	10297	1
1.2.1.60	15682	1
1.2.1.61	22421	1
1.2.1.62	18834	1
1.2.1.63	13398	1
1.2.1.64	20306	1
1.2.1.65	18538	1
1.2.1.67	13310	1
1.2.1.68	23965	1
1.2.1.68	23969	1
1.2.1.69	16678	1
1.2.1.70	12345	1
1.2.1.71	10813	1
1.2.1.72	12057	1
1.2.1.73	25638	1
1.2.1.74	26226	1
1.2.1.75	26447	1
1.2.1.76	26451	1
1.2.1.77	25392	1
1.2.1.78	27299	1
1.2.1.79	13214	1
1.2.1.81	29596	1
1.2.1.82	31516	1
1.2.1.83	34216	1
1.2.1.85	34220	1
1.2.1.86	34352	1
1.2.1.87	36028	1
1.2.1.88	16418	1
1.2.1.88	24891	1
1.2.1.88	24940	1
1.2.1.88	30236	1
1.2.1.88	24883	1
1.2.1.88	24944	1
1.2.1.88	24887	1
1.2.1.89	40164	1
1.2.3.1	16830	1
1.2.3.3	20849	1
1.2.3.4	21881	0
1.2.3.5	14838	1
1.2.3.6	21913	1
1.2.3.7	16278	1
1.2.3.8	23725	1
1.2.3.13	17198	1
1.2.3.14	20530	1
1.2.5.1	27406	1
1.2.99.2	17830	1
1.2.99.3	13882	1
1.2.99.4	19222	1
1.2.99.5	19842	1
1.2.99.6	13882	1
1.2.99.7	13882	1
1.2.99.8	36048	1
1.3.1.1	28792	1
1.3.1.1	20190	1
1.3.1.2	18094	1
1.3.1.3	14038	1
1.3.1.3	11525	1
1.3.1.5	20650	1
1.3.1.5	20654	1
1.3.1.6	18282	1
1.3.1.7	18554	1
1.3.1.11	21445	1
1.3.1.12	13870	1
1.3.1.13	21641	1
1.3.1.14	13514	1
1.3.1.15	14862	1
1.3.1.16	23893	1
1.3.1.17	20258	1
1.3.1.18	22249	1
1.3.1.19	15458	1
1.3.1.19	25194	1
1.3.1.20	16730	1
1.3.1.21	23985	1
1.3.1.24	15798	1
1.3.1.24	15794	1
1.3.1.25	11561	1
1.3.1.27	12445	1
1.3.1.28	23825	1
1.3.1.29	11833	1
1.3.1.31	10201	1
1.3.1.32	16982	1
1.3.1.32	16986	1
1.3.1.33	11133	1
1.3.1.35	12565	1
1.3.1.36	11377	1
1.3.1.40	24269	1
1.3.1.41	13418	1
1.3.1.42	21889	1
1.3.1.43	12257	1
1.3.1.45	22561	1
1.3.1.46	12818	1
1.3.1.47	23617	1
1.3.1.47	23613	1
1.3.1.48	11917	1
1.3.1.48	11913	1
1.3.1.49	16254	1
1.3.1.51	17146	1
1.3.1.53	10745	1
1.3.1.54	23409	1
1.3.1.56	17034	1
1.3.1.57	10081	1
1.3.1.58	23773	1
1.3.1.60	24189	1
1.3.1.62	19666	1
1.3.1.63	23077	1
1.3.1.64	13838	1
1.3.1.65	24557	1
1.3.1.66	18102	1
1.3.1.67	24225	1
1.3.1.67	24229	1
1.3.1.68	15658	1
1.3.1.69	12758	1
1.3.1.70	18562	1
1.3.1.71	18502	1
1.3.1.72	13686	1
1.3.1.73	12321	1
1.3.1.75	14450	1
1.3.1.76	15614	1
1.3.1.78	15418	1
1.3.1.79	12257	1
1.3.1.79	15418	1
1.3.1.80	24753	1
1.3.1.81	25642	1
1.3.1.81	25646	1
1.3.1.82	25651	0
1.3.1.83	26230	1
1.3.1.84	26456	0
1.3.1.85	28083	1
1.3.1.86	27907	1
1.3.1.87	25063	1
1.3.1.87	25067	1
1.3.1.92	32884	1
1.3.1.93	33764	1
1.3.1.94	34280	1
1.3.1.95	34472	1
1.3.1.96	22233	1
1.3.1.97	34572	1
1.3.1.98	12249	1
1.3.1.99	35396	1
1.3.1.99	35492	1
1.3.1.100	35948	1
1.3.1.101	36040	1
1.3.1.101	36036	1
1.3.1.102	36732	1
1.3.1.103	36592	1
1.3.1.105	39112	1
1.3.1.105	39116	1
1.3.1.106	15626	1
1.3.3.3	18258	1
1.3.3.4	25577	1
1.3.3.5	20981	1
1.3.3.6	38960	1
1.3.3.7	12385	1
1.3.3.8	13490	1
1.3.3.9	20586	1
1.3.3.10	19902	1
1.3.3.11	10693	1
1.3.3.12	20618	1
1.3.3.13	35536	1
1.3.3.13	35540	1
1.3.3.13	35532	1
1.3.3.14	37792	1
1.3.5.1	13714	1
1.3.5.2	28688	1
1.3.5.2	28692	1
1.3.5.3	27410	1
1.3.5.4	27835	1
1.3.5.5	30288	1
1.3.5.5	30196	1
1.3.5.5	30176	1
1.3.5.5	30192	1
1.3.7.8	30724	1
1.3.8.1	24005	1
1.3.8.2	31396	1
1.3.8.2	31404	1
1.3.8.2	31392	1
1.3.8.2	31400	1
1.3.8.2	31408	1
1.3.8.4	12277	1
1.3.8.4	31064	1
1.3.8.6	13390	1
1.3.8.6	23973	1
1.3.8.6	20589	0
1.3.8.11	38936	1
1.3.98.1	30060	1
1.3.98.2	40236	1
1.3.99.8	21481	1
1.3.99.12	13262	1
1.3.99.14	21781	1
1.3.99.16	11589	1
1.3.99.17	25929	1
1.3.99.17	25917	1
1.3.99.17	25925	1
1.3.99.17	25933	1
1.3.99.17	25913	1
1.3.99.17	25941	1
1.3.99.17	25921	1
1.3.99.17	25937	1
1.3.99.17	17750	1
1.3.99.18	16698	1
1.3.99.19	14950	1
1.3.99.22	15426	1
1.3.99.23	19194	1
1.3.99.24	25372	1
1.3.99.25	32424	1
1.3.99.25	32428	1
1.3.99.26	30624	1
1.3.99.26	30620	1
1.3.99.26	30612	1
1.3.99.27	30920	1
1.3.99.28	30600	1
1.3.99.28	30612	1
1.3.99.28	30608	1
1.3.99.28	30604	1
1.3.99.29	30616	1
1.3.99.29	30608	1
1.3.99.29	30604	1
1.3.99.30	30612	1
1.3.99.30	30624	1
1.3.99.30	30604	1
1.3.99.30	30976	1
1.3.99.30	30980	1
1.3.99.30	30608	1
1.3.99.31	30612	1
1.3.99.31	30624	1
1.3.99.31	30604	1
1.3.99.31	15586	1
1.3.99.31	30608	1
1.3.99.32	20590	1
1.3.99.33	36060	1
1.3.99.34	36160	1
1.3.99.35	37052	1
1.4.1.1	18406	1
1.4.1.2	15134	1
1.4.1.3	15134	1
1.4.1.3	11613	1
1.4.1.4	11613	1
1.4.1.5	10397	1
1.4.1.7	20885	1
1.4.1.8	11157	1
1.4.1.9	12221	1
1.4.1.10	15722	1
1.4.1.11	19634	1
1.4.1.12	24197	1
1.4.1.12	24193	1
1.4.1.13	15502	1
1.4.1.13	11613	1
1.4.1.13	15890	1
1.4.1.14	13754	1
1.4.1.15	18506	1
1.4.1.16	13562	1
1.4.1.17	21769	1
1.4.1.18	12409	1
1.4.1.18	25118	1
1.4.1.18	25122	1
1.4.1.19	13474	1
1.4.1.19	13478	1
1.4.1.20	21409	1
1.4.1.21	11789	1
1.4.1.21	11785	1
1.4.1.23	30764	1
1.4.1.24	25957	1
1.4.3.1	12513	1
1.4.3.2	13782	1
1.4.3.3	21817	1
1.4.3.4	26415	1
1.4.3.5	15150	1
1.4.3.5	15818	1
1.4.3.7	10029	1
1.4.3.8	18582	1
1.4.3.10	18274	1
1.4.3.10	22589	1
1.4.3.10	33248	1
1.4.3.11	20729	1
1.4.3.12	18434	1
1.4.3.14	14438	1
1.4.3.15	10029	1
1.4.3.15	19026	1
1.4.3.16	25877	1
1.4.3.19	22689	1
1.4.3.19	33348	1
1.4.3.19	11533	1
1.4.3.19	33344	1
1.4.3.19	12473	1
1.4.3.19	15166	1
1.4.3.20	22549	1
1.4.3.21	16154	1
1.4.3.21	25266	1
1.4.3.22	25626	1
1.4.3.23	27303	1
1.4.3.24	33904	1
1.4.7.1	15890	1
1.4.99.1	18126	1
1.4.99.2	18710	1
1.4.99.5	15822	1
1.5.1.1	20318	1
1.5.1.1	20322	1
1.5.1.2	14106	1
1.5.1.2	14110	1
1.5.1.3	15010	1
1.5.1.5	22813	1
1.5.1.6	10181	1
1.5.1.7	12441	1
1.5.1.8	19374	1
1.5.1.9	24521	1
1.5.1.10	10021	1
1.5.1.11	16286	1
1.5.1.15	22893	1
1.5.1.16	17626	1
1.5.1.17	17590	1
1.5.1.18	16290	1
1.5.1.19	19638	1
1.5.1.20	19818	1
1.5.1.20	19822	1
1.5.1.21	12525	1
1.5.1.22	14062	1
1.5.1.23	12581	1
1.5.1.24	18662	1
1.5.1.25	12501	1
1.5.1.25	12505	1
1.5.1.26	21685	1
1.5.1.27	17570	1
1.5.1.28	21593	1
1.5.1.30	19378	1
1.5.1.31	21269	1
1.5.1.32	16410	1
1.5.1.33	19510	1
1.5.1.34	17866	1
1.5.1.34	17870	1
1.5.1.37	30148	1
1.5.1.38	21625	1
1.5.1.39	21621	1
1.5.1.39	21625	1
1.5.1.40	31364	1
1.5.1.41	31456	1
1.5.1.41	19378	1
1.5.1.42	21621	1
1.5.1.43	34116	1
1.5.1.43	34112	1
1.5.1.44	34056	1
1.5.1.45	30148	1
1.5.1.45	30152	1
1.5.1.46	34060	1
1.5.1.47	35824	1
1.5.1.47	35820	1
1.5.3.1	13314	1
1.5.3.4	23201	1
1.5.3.5	11881	1
1.5.3.6	10013	1
1.5.3.7	11993	1
1.5.3.10	17078	1
1.5.3.12	18574	1
1.5.3.12	11289	1
1.5.3.12	16622	1
1.5.3.13	25813	1
1.5.3.13	25869	1
1.5.3.13	25801	1
1.5.3.13	25805	1
1.5.3.13	25809	1
1.5.3.14	25821	1
1.5.3.14	25825	1
1.5.3.15	25973	1
1.5.3.15	25865	1
1.5.3.16	25805	1
1.5.3.17	25801	1
1.5.3.17	25809	1
1.5.3.17	25813	1
1.5.3.17	25805	1
1.5.3.18	28211	1
1.5.3.19	33908	1
1.5.3.20	33912	1
1.5.3.21	33916	1
1.5.3.22	39712	1
1.5.5.2	23785	1
1.5.8.3	19794	1
1.5.8.4	22497	1
1.5.98.1	16722	1
1.5.98.2	21145	1
1.5.99.3	19778	1
1.5.99.4	14770	1
1.5.99.5	22573	1
1.5.99.6	22589	1
1.5.99.6	33288	1
1.5.99.6	14274	1
1.5.99.12	13626	1
1.5.99.13	27307	1
1.5.99.14	34224	1
1.6.1.1	11693	1
1.6.1.2	11693	1
1.6.1.3	11693	1
1.6.3.1	11261	1
1.6.3.1	11265	1
1.6.3.2	37796	1
1.6.3.2	37800	1
1.6.3.3	11265	1
1.6.3.4	37800	1
1.6.3.5	40396	1
1.6.3.5	40400	1
1.6.5.3	29092	1
1.6.5.4	14582	1
1.6.5.6	23489	1
1.6.5.7	12429	1
1.6.5.9	23153	1
1.6.5.10	13150	1
1.6.6.9	22025	1
1.6.99.1	13150	1
1.6.99.3	11357	1
1.6.99.5	11357	1
1.7.1.1	17914	1
1.7.1.2	17914	1
1.7.1.2	19062	1
1.7.1.3	19062	1
1.7.1.4	24629	1
1.7.1.4	24633	1
1.7.1.5	19338	1
1.7.1.6	16270	1
1.7.1.7	17186	1
1.7.1.9	22481	1
1.7.1.9	22477	1
1.7.1.10	20582	1
1.7.1.11	19790	1
1.7.1.12	13110	1
1.7.1.12	13114	1
1.7.1.13	13410	1
1.7.1.14	29612	1
1.7.1.14	29608	1
1.7.1.15	24629	1
1.7.3.2	16942	1
1.7.3.3	21369	1
1.7.3.5	22373	1
1.7.5.2	30216	1
1.7.6.1	31368	1
1.7.99.1	22053	1
1.7.99.4	21069	1
1.7.99.8	23233	1
1.8.1.2	13802	1
1.8.1.3	17386	1
1.8.1.4	15046	1
1.8.1.5	16978	1
1.8.1.6	20598	1
1.8.1.7	11741	1
1.8.1.8	18754	1
1.8.1.8	18750	1
1.8.1.9	20346	1
1.8.1.10	14618	1
1.8.1.11	14882	1
1.8.1.12	16758	1
1.8.1.13	11981	1
1.8.1.14	14706	1
1.8.1.15	12686	1
1.8.1.15	12690	1
1.8.1.16	27434	1
1.8.1.17	30220	1
1.8.1.18	36600	1
1.8.1.18	36596	1
1.8.1.19	38452	1
1.8.3.1	24601	1
1.8.3.2	17358	1
1.8.3.3	24113	1
1.8.3.4	11813	1
1.8.3.6	30232	1
1.8.4.1	11465	1
1.8.4.2	21065	1
1.8.4.3	13126	1
1.8.4.4	12614	1
1.8.4.8	11725	1
1.8.4.9	14142	1
1.8.4.10	21977	1
1.8.4.11	19995	0
1.8.4.11	14219	0
1.8.4.12	24165	1
1.8.4.13	19995	0
1.8.4.14	21261	1
1.8.5.1	24425	1
1.8.5.2	10937	1
1.8.5.3	28495	1
1.8.98.1	18086	1
1.8.99.1	10545	1
1.8.99.2	24241	1
1.8.99.3	13210	1
1.10.1.1	22185	1
1.10.3.1	21633	1
1.10.3.2	11277	1
1.10.3.3	30244	1
1.10.3.4	15786	1
1.10.3.4	19162	1
1.10.3.4	14682	1
1.10.3.5	17246	1
1.10.3.6	11293	1
1.10.3.9	30248	1
1.10.3.10	30252	1
1.10.3.11	30256	1
1.10.3.12	30260	1
1.10.3.13	36832	1
1.10.3.14	40528	1
1.10.99.3	21801	1
1.10.99.3	15354	1
1.10.99.3	32372	1
1.11.1.1	18510	1
1.11.1.2	15174	1
1.11.1.3	23961	1
1.11.1.6	20310	1
1.11.1.8	23337	1
1.11.1.9	16834	1
1.11.1.11	30264	1
1.11.1.11	30268	1
1.11.1.11	22997	1
1.11.1.13	22777	1
1.11.1.14	30272	1
